company,category,category_source
Everlight Radiology Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Everyday Independence Pty Ltd,"Aged Care, Disability & Social Services",inferred
EVIDEN AUSTRALIA PTY LTD,Information Technology & Software,inferred
EVOLUTION MINING LIMITED,"Mining, Resources & Energy",original
Exact Contracting Services Pty Ltd,Engineering & Construction,original
EXCHANGE HOUSE SERVICES AUSTRALIA PTY LTD,Unknown / To Check,unresolved
EXHIBIT SYSTEMS PTY LTD,Information Technology & Software,original
EXPEDIA AUSTRALIA PTY LTD,"Hospitality, Travel & Tourism",original
EXPEDITORS INTERNATIONAL PTY. LIMITED,Transport & Logistics,inferred
EXPERIAN AUSTRALIA PTY LTD,Banking & Financial Services,inferred
Expro Group Australia Pty Ltd,"Mining, Resources & Energy",inferred
EY Business Solutions Pty Ltd,"Consulting, Accounting & Professional Services",inferred
EYRE TRAVELSTOPS PTY LTD,"Hospitality, Travel & Tourism",inferred
F R PULFORD & SON PTY LTD,Automotive,original
FACE-BOOK AUSTRALIA PTY LTD,Information Technology & Software,inferred
FACTORY MUTUAL INSURANCE COMPANY,Insurance,original
FactSet Pacific Inc.,Banking & Financial Services,inferred
Fair Consulting Group Pty Ltd,"Consulting, Accounting & Professional Services",original
FAIR ISAAC (AUSTRALIA) pn' LTD,Information Technology & Software,inferred
FAIRFAX MEDIA PUBLICATIONS PTY LIMITED,"Media, Entertainment & Creative",inferred
FAMASO PTY LTD,Unknown / To Check,unresolved
Family Doctor Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
FAMILY ZONE CYBER SAFETY LIMITED,Information Technology & Software,original
FANTECH PTY LTD,Manufacturing & Industrial,original
Fanuc Oceania Pty Limited,Manufacturing & Industrial,inferred
FAR NORTHERN MILLING PTY LTD,"Agriculture, Food & Beverage",inferred
Far West Local Health District,"Healthcare, Medical & Pharmaceutical",original
FARMERS CENTRE (WA) PTY LTD,"Agriculture, Food & Beverage",inferred
FDC MECHANICAL SERVICES PTY LIMITED,Engineering & Construction,inferred
FDM Group Australia Pty Ltd,"Recruitment, HR & Labour Hire",inferred
Feather Group Pty Ltd,Unknown / To Check,unresolved
FEDERAL COURT OF AUSTRALIA,Government & Public Sector,inferred
FEDEX EXPRESS AUSTRALIA PTY LTD,Transport & Logistics,inferred
FEEDWORKS PTY LTD,"Agriculture, Food & Beverage",inferred
FENDLEY CONSULTANCY PTY LTD,"Consulting, Accounting & Professional Services",original
Fenergo Pty Limited,Information Technology & Software,inferred
FENNER DUNLOP AUSTRALIA PTY. LTD.,Manufacturing & Industrial,inferred
Ferngrove Pharmaceuticals Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Ferra Engineering Pty Ltd,Engineering & Construction,original
Ferrero Australia Pty Ltd,"Agriculture, Food & Beverage",inferred
Ferrovial Construction (Australia) Pty Ltd,Engineering & Construction,original
Fetch TV Management Pty Ltd,"Media, Entertainment & Creative",inferred
Fibre King Pty Ltd,Manufacturing & Industrial,inferred
Field Air (Ballarat) Pty Ltd,Aviation & Aerospace,inferred
FIELDCORE SERVICE SOLUTIONS ANZ PTY LTD,Engineering & Construction,inferred
FIL INVESTMENT MANAGEMENT (AUSTRALIA) LIMITED,Banking & Financial Services,original
FINASTRA INTERNATIONAL PTY LTD,Information Technology & Software,inferred
Finder Crew Pty Limited,Information Technology & Software,inferred
FINDEX (AUST) PTY LTD,"Consulting, Accounting & Professional Services",inferred
FINE-OS AUSTRALIA PTY LIMITED,Information Technology & Software,inferred
Fineform Concrete Pty Ltd,Engineering & Construction,original
FINISAR AUSTRALIA PTY LIMITED,Manufacturing & Industrial,inferred
FinXL Professional Services Pty Ltd,"Consulting, Accounting & Professional Services",original
Firesafe Group Pty Ltd,Engineering & Construction,inferred
Firmenich Pty Ltd,"Agriculture, Food & Beverage",inferred
First Data Resources Australia Limited,"Mining, Resources & Energy",original
First Quantum Minerals (Australia) Pty Ltd,"Mining, Resources & Energy",original
FIRST SENTIER INVESTORS (AUSTRALIA) 1M LTD,Banking & Financial Services,inferred
FIRSTRAX PTY LTD,Unknown / To Check,unresolved
FIS Australasia Pty Ltd,Information Technology & Software,inferred
Fiserv Solutions of Australia Pty Ltd,Information Technology & Software,inferred
Fisher & Paykel Australia Pty. Limited,Consumer Goods & Retail,inferred
Fitzroy Primary School,Education - Schools & Training,original
Fives Services Australia Pty Ltd,Manufacturing & Industrial,inferred
FK Gardner Services (QId) Pty Ltd,Engineering & Construction,inferred
Flanders Electric of Australia Pty Ltd,Manufacturing & Industrial,inferred
FLC MICRODESIGN PTY. LTD.,Unknown / To Check,unresolved
Fleet Safety Services Pty Ltd,Unknown / To Check,unresolved
Fleming Dynamics Pty Ltd,Unknown / To Check,unresolved
Fleming's Welding Service Pty Ltd,Manufacturing & Industrial,inferred
Flex Industries Pty Ltd,Manufacturing & Industrial,original
FLICK ANTICIMEX PTY LTD,Engineering & Construction,inferred
FLIGHT CENTRE TRAVEL GROUP LIMITED,"Hospitality, Travel & Tourism",original
Flight Training Adelaide Pty Ltd,Aviation & Aerospace,original
Flinders and Upper North Local Health Network Incorporated,"Healthcare, Medical & Pharmaceutical",original
Flinders University,Education - Universities & Higher Ed,original
FLOOD STUDIO PTY LTD,"Media, Entertainment & Creative",original
Flourish Holistic Service Pty Ltd,"Aged Care, Disability & Social Services",inferred
FLOWSERVE AUSTRALIA PTY. LTD.,Manufacturing & Industrial,inferred
FLSMIDTH PTY LTD,Manufacturing & Industrial,inferred
FLUENT RETAIL pn' LTD,Consumer Goods & Retail,original
Fluiconnecto Ryco Australia Pty Ltd,Manufacturing & Industrial,inferred
FLUOR AUSTRALIA PTY LTD,Engineering & Construction,inferred
FLYING BARK PRODUCTIONS PTY LTD,"Media, Entertainment & Creative",original
FMS GROUP PTY LTD,Unknown / To Check,unresolved
FNZ (Australia) Pty Ltd,Banking & Financial Services,inferred
"Foot Locker Australia Holdings, LLC",Consumer Goods & Retail,inferred
"Foot Locker Australia, Inc",Consumer Goods & Retail,inferred
FOOTSCRAY CITY PRIMARY SCHOOL,Education - Schools & Training,original
Footscray High School,Education - Schools & Training,original
FORD MOTOR COMPANY OF AUSTRALIA PTY LTD,Automotive,original
FORESTRY CORPORATION OF NEW SOUTH WALES,"Agriculture, Food & Beverage",inferred
Forever New Clothing Pty Ltd,Consumer Goods & Retail,original
Fork Force Australia Pty Ltd,Manufacturing & Industrial,inferred
FORM 700 PTY LTD,Unknown / To Check,unresolved
Forrester Research Australia Pty Ltd,"Consulting, Accounting & Professional Services",inferred
Fortescue Ltd,"Mining, Resources & Energy",original
FORTINET AUSTRALIA PTY LTD,Information Technology & Software,inferred
FORTREA AUSTRALIA PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
FORVIS MAZARS (NSW) PTY LIMITED,"Consulting, Accounting & Professional Services",inferred
FourPL Pty Ltd,"Consulting, Accounting & Professional Services",inferred
Foxtel Management Pty Limited,"Media, Entertainment & Creative",inferred
Fragomen (Australia) Pty Ltd,Legal Services,inferred
FRAME-STORE AUSTRALIA PTY LTD,Consumer Goods & Retail,original
Francis Valley Farms,"Agriculture, Food & Beverage",original
Francis-Jones Carpenter Pty Limited,Architecture & Design,inferred
FRANKLIN TEMPLETON INVESTMENTS AUSTRALIA LTD,Banking & Financial Services,original
Fraternity Bowling and Recreation Club Ltd,"Hospitality, Travel & Tourism",inferred
Frazer-Nash Consultancy Ltd,"Consulting, Accounting & Professional Services",original
FREEDMAN ELECTRONICS PTY LTD,Manufacturing & Industrial,inferred
FREEDOM FURNITURE AUSTRALIA PTY LIMITED,Consumer Goods & Retail,original
Freelancer International Pty Limited,Information Technology & Software,inferred
FREIGHTER GROUP SERVICES PTY LTD,Automotive,inferred
FREMANTLE-MEDIA AUSTRALIA PTY LTD,"Media, Entertainment & Creative",inferred
FREQUENTIS Australasia Pty Ltd,Aviation & Aerospace,inferred
Fresenius Medical Care Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
FRESH FIELDS AGED CARE (NSW) NO 1 PTY LTD,"Aged Care, Disability & Social Services",original
FRESHWORKS AUSTRALIA PTY LTD,Information Technology & Software,inferred
Freudenberg Home and Cleaning Solutions Pty Ltd,Consumer Goods & Retail,inferred
FREYSSINET AUSTRALIA PTY LTD,Engineering & Construction,inferred
Frolad Pty Ltd,Unknown / To Check,unresolved
Fronius Australia Pty Ltd,Manufacturing & Industrial,inferred
FRONTLINE EQUIPMENT MAINTENANCE PTY LTD,Manufacturing & Industrial,original
FRUIT MASTER FARM OPERATIONS PTY LTD,"Agriculture, Food & Beverage",original
FRV Services Australia Pty Limited,"Mining, Resources & Energy",inferred
FSA GROUP LTD,Banking & Financial Services,inferred
FTI Consulting (Australia) Pty Ltd,"Consulting, Accounting & Professional Services",original
Fugro Australia Pty Ltd,Engineering & Construction,inferred
FUJIFILM AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
FUJIFILM BUSINESS INNOVATION AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
FUJIFILM DATA MANAGEMENT SOLUTIONS PTY LTD,Information Technology & Software,original
FUJIFILM MicroChannel Services Pty Limited,Information Technology & Software,inferred
Fujitsu Australia Limited,Information Technology & Software,inferred
FUJITSU GENERAL (AUST.) PTY LIMITED,Manufacturing & Industrial,inferred
FULTON HOGAN AUSTRALIA PTY LTD,Engineering & Construction,inferred
Fulton Hogan Construction Pty Ltd,Engineering & Construction,original
Funlab Pty Ltd,"Hospitality, Travel & Tourism",inferred
Future Engineering & Communication Pty Ltd,Engineering & Construction,original
FUTURE FRIENDLY TEAM PTY LTD,Marketing & Advertising,inferred
FUTURE FUND MANAGEMENT AGENCY,Banking & Financial Services,original
G.H CORDEROY & OTHERS,Unknown / To Check,unresolved
G4S CUSTODIAL SERVICES PTY LTD,Government & Public Sector,inferred
Gaayip-Yagila Primary School,Education - Schools & Training,original
Gameloft Australia Pty Limited,"Media, Entertainment & Creative",inferred
Gamuda Berhad,Engineering & Construction,inferred
Garry Crick's (Nambour) Pty Ltd,Automotive,inferred
Gartner Australasia Pty Limited,"Consulting, Accounting & Professional Services",inferred
GARTNER ROSE PTY LTD,Engineering & Construction,inferred
Gasmak Pty Limited,Unknown / To Check,unresolved
GBA PROJECTS PTY LTD,Engineering & Construction,inferred
GE AVIATION SYSTEMS AUSTRALIA PTY LTD,Information Technology & Software,original
GE DIGITAL AUSTRALIA PTY LTD,Information Technology & Software,original
GE ENERGY POWER CONVERSION UK LIMITED,"Mining, Resources & Energy",original
GE GRID AUSTRALIA PTY LTD,"Mining, Resources & Energy",inferred
GE Healthcare Australia Pty Limited,"Healthcare, Medical & Pharmaceutical",original
GE Power Australia Pty Ltd,"Mining, Resources & Energy",original
GE RENEWABLE ENERGY AUSTRALIA PTY LTD,"Mining, Resources & Energy",original
GEA WESTFALIA SEPARATOR AUSTRALIA PTY LTD,Manufacturing & Industrial,inferred
GEE-LONG FOOTBALL CLUB LIMITED,"Media, Entertainment & Creative",inferred
Geelong Grammar School,Education - Schools & Training,original
Gemi Pty Ltd,Unknown / To Check,unresolved
GENDER EQUITY WEST (GENWEST) INC,Banking & Financial Services,original
GENE-SYS CLOUD SERVICES PTY LTD,Information Technology & Software,original
General Dynamics Land Systems Australia Pty Ltd,Information Technology & Software,original
GENERAL MILLS AUSTRALIA PTY LTD,"Agriculture, Food & Beverage",inferred
General Reinsurance Australia Limited,Insurance,original
GENERIC HEALTH PTY LTD,"Healthcare, Medical & Pharmaceutical",original
Genesis Care Pty Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Genetic Signatures Ltd,"Healthcare, Medical & Pharmaceutical",inferred
Genie Solutions Pty Ltd,Information Technology & Software,inferred
GENNER HOLDINGS PTY LTD,Unknown / To Check,unresolved
Genpact Australia Pty Ltd,"Consulting, Accounting & Professional Services",inferred
GENTON PTY. LIMITED,Architecture & Design,inferred
Genuity Pty Ltd,Unknown / To Check,unresolved
GENUS INFRASTRUCTURE PTY LTD,Engineering & Construction,original
GEODIS AUSTRALIA PTY LTD,Transport & Logistics,inferred
GEORGE P JOHNSON (AUSTRALIA) PTY LIMITED,Marketing & Advertising,inferred
GEORGE WESTON FOODS LIMITED,"Agriculture, Food & Beverage",original
GEOSCIENCE AUSTRALIA,Government & Public Sector,inferred
GEOSURV LOCATING PTY LTD,Engineering & Construction,inferred
GERALDTON GRAMMAR SCHOOL INCORPORATED,Education - Schools & Training,original
Getty Images Pty Ltd,"Media, Entertainment & Creative",inferred
GFK RETAIL AND TECHNOLOGY AUSTRALIA PTY LTD,Consumer Goods & Retail,original
GHD PTY LTD,Engineering & Construction,inferred
Ghella Pty Ltd,Engineering & Construction,inferred
GHO SYDNEY PTY LTD,Unknown / To Check,unresolved
GHS REGIONAL WA PTY LTD,Unknown / To Check,unresolved
GIBSON'S LTD,Unknown / To Check,unresolved
GIG RADIOLOGY PTY LTD,"Healthcare, Medical & Pharmaceutical",inferred
GILLEN CLUB INCORPORATED,"Hospitality, Travel & Tourism",inferred
GIPPSLAND SOUTHERN HEALTH SERVICE,"Healthcare, Medical & Pharmaceutical",original
GIRTON GRAMMAR SCHOOL LTD,Education - Schools & Training,original
GISBORNE SECONDARY COLLEGE,Education - Schools & Training,original
Givaudan Australia Pty Ltd,"Agriculture, Food & Beverage",inferred
GKC Foods (Australia) Pty Ltd,"Agriculture, Food & Beverage",original
GLAMORGAN SPRING BAY COUNCIL,Government & Public Sector,original
GLAXOSMITHKLINE AUSTRALIA PTY LTD,"Healthcare, Medical & Pharmaceutical",original
Glencore Australia Holdings Pty Limited,"Mining, Resources & Energy",original
Glengala Primary School,Education - Schools & Training,original
Global Infrastructure Hub Ltd,Engineering & Construction,original
GLOBAL INFRASTRUCTURE MANAGEMENT AUSTRALIA PTY LIMITED,Engineering & Construction,original
Global Integration Technology Pty Ltd,Information Technology & Software,inferred
GLOBAL MEDICS PTY LTD,"Recruitment, HR & Labour Hire",inferred
GlobalX Pty Ltd,Information Technology & Software,inferred
GMG Nominees Pty Ltd,Unknown / To Check,unresolved
GMHBA Limited,Insurance,inferred
GN Hearing Australia Pty Ltd,"Healthcare, Medical & Pharmaceutical",original
GNM Australia Pty Ltd,"Media, Entertainment & Creative",inferred
Go Offshore Pty Ltd,"Mining, Resources & Energy",inferred
Godfrey Hirst Australia Pty Ltd,Manufacturing & Industrial,inferred
GODOLPHIN AUSTRALIA PTY LTD,"Media, Entertainment & Creative",inferred
GOI_JLBURN VALLEY EQUINE HOSPITAL PTY LTD,"Healthcare, Medical & Pharmaceutical",original
Gold Corporation,"Mining, Resources & Energy",original
GOLD FIELDS AUSTRALIA PTY LTD,"Mining, Resources & Energy",original
GOLDEN STEEL INTERNATIONAL PTY LTD,Engineering & Construction,original
GOLDMAN SACHS AUSTRALIA SERVICES PTY LTD,Banking & Financial Services,original
Goldwind Australia Pty Ltd,"Mining, Resources & Energy",inferred
GOODSTART EARLY LEARNING LTD,Education - Schools & Training,original
GOODYEAR & DUNLOP TYRES (AUST) PTY LTD,Automotive,inferred
Google Australia Pty Ltd,Information Technology & Software,original
GORDON BROTHERS INDUSTRIES PTY LTD,Manufacturing & Industrial,original
Goulburn Valley Creamery Pty Ltd,"Agriculture, Food & Beverage",inferred
Goulburn Valley Health,"Healthcare, Medical & Pharmaceutical",original
Government of South Australia - Department of the Premier and Cabinet,Government & Public Sector,original
Gowrie Street Primary School,Education - Schools & Training,original
GPO NOMINEES PTY LTD,Unknown / To Check,unresolved
GPT Management Holdings Limited,Real Estate & Property,inferred
GRADABILITY PTY LTD,Education - Schools & Training,inferred
GRAF PLASTICS AUSTRALIA PTY LIMITED,Manufacturing & Industrial,original
Graincorp Operations Ltd,"Agriculture, Food & Beverage",inferred
GRAMPIANS HEALTH,"Healthcare, Medical & Pharmaceutical",original
GRAND MOTORS GROUP NSW PTY LTD,Automotive,inferred
Grange Resources (Tasmania) Pty Ltd,"Mining, Resources & Energy",original
Granite Recruitment & Consulting Pty Ltd,"Consulting, Accounting & Professional Services",original
Gransolar Construction Australia Pty Ltd,Engineering & Construction,original
Grant Samuel Services Pty Limited,Banking & Financial Services,inferred
Grant Thornton Australia Limited,"Consulting, Accounting & Professional Services",inferred
Graphic Packaging International Australia Converting Ltd,Manufacturing & Industrial,original
GRAY PUKSAND PTY. LTD.,Architecture & Design,inferred
Graymont (Australia) Pty Ltd,"Mining, Resources & Energy",inferred
GRE-ENCROSS PTY LIMITED,"Healthcare, Medical & Pharmaceutical",inferred
GREATER BENDIGO CITY COUNCIL,Government & Public Sector,original
Green Consulting Group Pty Ltd,"Consulting, Accounting & Professional Services",original
GRESHAM TECHNOLOGIES (AUSTRALIA) PTY LTD,Information Technology & Software,original
Griffith EX-Servicemen's Club Ltd,"Hospitality, Travel & Tourism",inferred
Griffith University,Education - Universities & Higher Ed,original
